,creationTime,hour,nickname,productType,score,content,days
443,2024-11-10 19:39:27, 19,"""Z***g""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""新一代CPU酷睿ultra，这个配置相当于是i5 cpu的电脑15代处理器，功耗低性能棒，使用下来觉得不错。外观设计挺时尚的属于经典耐看型，酷睿ultra处理器用起来也很给力，日常办公、偶尔打打游戏都没问题oled的屏幕看着很舒服，电池续航也还行，不充电能用四五个小时还是很不错的!用下来挺满意的，性价比高，值得推荐购买!办公娱乐都行!""","13,""afterDays"":0"
444,2024-10-27 18:44:46, 18,"""升***力""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""酷零Uitra的处理器很流畅，电脑运行起来不发烫，风扇声音也不大。外观简洁好看","4,""afterDays"":0"
445,2024-11-04 20:54:04, 20,"""豆***_""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""细节之处更是彰显品质。鞋带的设计方便系紧和松开，不会轻易松开。鞋口的贴合度也很好，不会磨脚踝。而且，鞋子的做工非常精细，没有任何的线头或者瑕疵，每一处的缝合都很牢固。\n\n斐乐不愧是大品牌，这双鞋在功能性和美观性上都做到了极致。真心推荐给大家，无论是运动达人还是日常出行的朋友，它都能满足你的需求，让你爱上走路，爱上运动！""","15,""afterDays"":0"
446,2024-10-27 16:55:20, 16,"""z***员""","""【AI元启】Pro14英寸 OLED高刷""",5,"""电脑收到了，很流畅，酷睿Ultra 9，跟我之前操作买的联想电脑相比可以说超级流畅，系统很棒，开机速度很快，操作流畅，还有ai功能，超级喜欢""","3,""afterDays"":0"
447,2024-11-11 21:10:44, 21,"""馥***香""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""这款联想酷睿ultra笔记本，首先","1,""afterDays"":0"
448,2024-11-11 17:02:33, 17,"""椰***彬""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""机子挺好看的，最近新出的酷睿Ultra系列，正常办公娱乐没有问题，不玩大型游戏，核显能满足大部分日常需求，充电头也很迷你，方便携带，联想本身自带的应用商店和电脑管家也还行，总体很满意😘""","3,""afterDays"":0"
449,2024-11-12 23:03:15, 23,"""扒***大""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""选择了酷睿Ultra处理器，兼容性好也适合轻度剪辑\n运行速度：很流畅\n屏幕效果：直播间介绍是雾面屏，试机没有反光感，可视角度和色彩都很舒服\n外形外观：简洁干练""","1,""afterDays"":0"
450,2024-10-26 22:33:11, 22,"""哈***踢""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""国补期间买的非常划算，第一天下单，第二天就到了。到手后真的惊艳到我，非常精致、好看而且轻薄，屏幕超级清晰2.8K，因为平时多任务使用且常用到AI类软件，处理器特意选了英特尔酷睿Ultra，平时不玩游戏选i5就够用，没想到反应比预期的还要快，安装了AI软件试着用AI做了批量P图和视频剪辑，比我之前华硕AMDi7的处理器都要快，果然英特尔厉害些，加上他酷睿Ultra的处理器有强大的AI算法加持，妥妥的好用。另外，发现发热控制很好，高强度忙了会儿，居然没那么热，意想不到。总之挺满意的，而且已经买了屏幕膜和机身膜打算保护起来，简直爱不释手！""","5,""afterDays"":0"
451,2024-10-21 18:03:13, 18,"""C***h""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""电脑很好，质感很棒，政府补贴，很实惠，物美价廉，开机速度快，屏幕打开的的幅度很大，做工精细，键盘也很舒服，很满意，赞👍。""","24,""afterDays"":0"
452,2024-10-25 00:15:38, 00,"""月***X""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""使用小新笔记本电脑已经有一段时间了，它的高性能和流畅运行让我印象深刻。无论是处理大型文件还是进行多任务操作，它都能轻松应对。设计美观且重量轻，携带起来非常方便，适合我这样的经常需要移动办公的人。最让我满意的是它搭载的酷睿ultra处理器，速度超快，大大提高了我的工作效率。充电器非常轻便，三脚插头避免可能漏电或者静电。总体来说，这是一款非常值得推荐的笔记本电脑。""","6,""afterDays"":0"
453,2024-10-21 23:29:43, 23,"""q***7""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""不得不夸赞一下，商品不仅价格美丽，质量更是一流。物流超快，商家服务优质，售后完善。发货速度很快，东西包装的很好，价格优惠，我很满意👍""","3,""afterDays"":12"
454,2024-10-23 11:19:37, 11,"""亮***香""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""这款笔记本的外观设计非常简约大气，金属机身的质感非常棒，拿在手里感觉非常轻盈，非常适合日常携带。\n在性能方面，酷睿Ultra处理器果然名不虚传，无论是日常办公还是处理一些较为复杂的任务，它都能轻松应对，运行非常流畅。而且，这款笔记本的续航能力也非常强，一次充电可以使用很长时间，完全不用担心电量问题。""","1,""afterDays"":0"
455,2024-10-27 10:36:08, 10,"""猴***猴""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""外形外观：颜色好看，大屏看着更好。\n运行速度：酷睿Ultra运行反应非常快，我不懂电脑找朋友帮忙看的，对比参数性价比很高！\n轻薄程度：轻薄\n买来给孩子上一些网课查一些资料用的。上一台联想电脑坚持了十几年，该退休了，换一台给小朋友学习用。新的AI 酷睿Ultra9运行比以前的快多了！有了AI对小朋友更友好！""","9,""afterDays"":0"
456,2024-10-14 00:26:26, 00,"""孙***1""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""这款联想小新Pro14 2024真是令人惊艳！从开箱的那一刻起，就被它轻薄时尚的外观设计所吸引。高性能标压酷睿Ultra5处理器，搭配32G内存和1T存储空间，无论是工作还是娱乐都游刃有余。2.8K高刷屏显示效果细腻，色彩饱满，带来极致的视觉享受。使用至今，运行流畅无卡顿，散热效果也非常出色。总之，这款笔记本不仅满足了我对性能的需求，更在便携性和美观度上给了我极大的惊喜，强烈推荐给需要高性能轻薄本的朋友们！""","4,""afterDays"":0"
457,2024-10-27 15:23:06, 15,"""m***x""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""为了学PS买了这台小新Pro16轻薄本，这台电脑使用了酷睿Ultra处理器，Ultra9性能很强劲，护眼屏 看着很舒服，机子小巧，已使用了几天，总体感觉良好。希望后面一直保持运转流畅。""","10,""afterDays"":0"
458,2024-10-13 21:22:18, 21,"""1***y""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""小新收到了，孩子超级喜欢，这款 酷睿 Ultra 笔记本电脑 学生用超级合适，首先是运行速度快  屏幕省眼  轻薄好带 非常适合 拿着去上课学习 并且发货速度超快 客服小怡的服务态度特别好 有耐心每一个问题都是用心解答非常愉快的一次购物""","1,""afterDays"":0"
459,2024-11-11 15:42:12, 15,"""一***亦""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""收到电脑一周啦，用了一个星期的感受就是，太快了，打开许多软件都是很快的，电脑开机10秒左右就开开，而且还支持抬盖开机的；屏幕素质没得说，2.5k的护眼屏幕看着就很舒服；而且这台电脑还支持我最喜欢的背光键盘，我感觉这个设计非常的好，十分良心！充电速度也是嘎嘎快，140w的超级快充不到半个小时就可以充满！相信联想能够继续创造出好的产品！""","9,""afterDays"":0"
460,2024-11-06 18:12:17, 18,"""j***n""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""挑了好久，最后选择了联想小新Pro14 酷睿Ultra 版本，现在国家补贴比较高，价格比较实惠，收到货后，颜值确实好看，也很轻薄，很喜欢。特别是这个颜色，有点偏银色，好评！操作了下也很流程色彩表现也超出预期，满意""","1,""afterDays"":0"
461,2024-10-27 08:16:03, 08,"""维***子""","""【AI元启】Pro14英寸 OLED高刷""",5,"""这款笔记本性能出色，酷睿ultra的芯片功能强大，运行流畅，外观设计简约大气，非常满意！AI换机功能可以****数据轻松换机，AI功能简单体验了一下，对工作应该可以有帮助。""","4,""afterDays"":0"
462,2024-11-11 12:51:54, 12,"""k***0""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""这款笔记本外观时尚，性能出色。它的重量适中，仅为1.5公斤，适合轻薄本用户。性能方面，CPU强大，内存和硬盘空间充足，非常适合日常办公使用。之前购买的小新系列也给我留下了很好的印象，这次购物体验也很愉快。""","13,""afterDays"":13"
463,2024-10-16 22:17:22, 22,"""尘***-""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""收到货完整 新买的联想小新笔记本，配置了最新的酷睿Ultra9处理器，用起来非常流畅，玩大型游戏也不烫，安静无噪音，屏幕看久了眼睛也没什么不舒服，很满意的一次电脑购买体验""","2,""afterDays"":0"
464,2024-11-03 16:37:44, 16,"""落***瓣""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""笔记本电脑很轻薄，即使是全键盘，也不感觉笨重。系统开机速度很快，运行流畅。自带正版Office软件，上手简单，开屏即开机的设计很便捷，总体感受很赞""","19,""afterDays"":0"
465,2024-11-01 10:09:48, 10,"""心***空""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""笔记本现在几乎都是在买联想的售后做工各方面都很好，性能也可以轻薄金属，本便利，办公影音娱乐都可以，做工，很精美，合金外壳按键触摸都很灵敏""","29,""afterDays"":0"
466,2024-10-30 22:34:00, 22,"""n***3""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""赶上双十一活动，又有国补，帮上大一的侄女买的联想笔记本电脑小新Pro14 2024 高性能标压酷睿Ultra5 14英寸AI轻薄本 32G 1T 2.8K OLED高刷屏 ，电脑反应很迅速，重量也很轻，键盘静音的，使用不会打扰别人，平时处理文档，做ppt，简单编程都很适合。性价比超高。发货很快，下单第二天就收到了，京东物流就是快，联想电脑真心不错不错！""","2,""afterDays"":0"
467,2024-11-11 22:00:30, 22,"""j***n""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""种草小新14 Pro这款电脑很久了，对比了很多配置很多型号，最终选择了这款酷睿Ultra芯片的14pro电脑，其性能强劲，续航持久，用了一段时间，感觉非常不错，性价比很高！！！""","6,""afterDays"":0"
468,2024-11-03 09:10:58, 09,"""d***r""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""拿到的时候感觉很小巧，和原来的14寸笔记本相比，同样的14寸显示屏变高了，变窄了。\n\n笔记本儿的质感很好，金属的手感凉凉的感觉。整体的做工都非常的精致。\n\n屏幕的显示也非常非常的细腻。其他刚刚开始更新Windows操作系统，还有待进一步的研究。""","3,""afterDays"":0"
469,2024-10-27 09:59:40, 09,"""难***飞""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""联想小新16pro轻薄本，专门为出差买的。外观漂亮，轻薄本，屏幕大，很适合商务办公出差使用，宝贝手感不错，还有人脸识别功能，感觉很好，发货速度快，服务态度一流，给力！本次趁着双十一和政府补贴，优惠力度比较大，果断下单，到货反馈不错，5星好评！""","10,""afterDays"":0"
470,2024-11-03 22:18:32, 22,"""j***0""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""屏幕效果：OLED屏幕显示清晰\n运行速度：酷睿Ultra处理器十分强大，开机速度快，软件运行也十分流畅\n外形外观：外形小巧时尚""","2,""afterDays"":0"
471,2024-11-07 20:18:57, 20,"""j***2""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""纠结很久，终于下定决心买啦，物流很快第二天就到了，包装也很好！而且外观很好看，很轻巧，很适合女生，持续使用中，买的&ldquo;酷睿Ultra&rdquo;版本的，性能很好，处理器运行速度很快！""","7,""afterDays"":0"
472,2024-11-03 17:04:20, 17,"""k***9""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""快递非常的便捷，第二天就到了，运行速度很快，屏幕效果也非常的清晰，散热性能没得说，不全就不验不到，有发热的情况，外形也很有时尚感""","5,""afterDays"":0"
473,2024-10-27 20:45:32, 20,"""j***j""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""联想小新 pro14 酷睿 Ultra5 笔记本电脑令人惊艳。外观简约大气，性能强劲无比。酷睿 Ultra 处理器带来极致流畅体验，无论是办公还是娱乐都能轻松应对，这款笔记本电脑真的非常值得拥有。""","2,""afterDays"":0"
474,2024-10-27 19:31:42, 19,"""a***哒""","""【AI元启】Pro14英寸 OLED高刷""",5,"""不错不错，很好的一台电脑，运行速度很快，开机很流畅，各个线程响应都很迅速，酷睿Ultra9 就是赞赞赞，等下次有机会一定再安排上！""","17,""afterDays"":0"
475,2024-11-07 10:05:29, 10,"""w***0""","""【AI元启】Pro14英寸 OLED高刷""",5,"""酷睿ultra 9，对比了好久。趁着这次的政府补贴，果断入手。\n很轻薄，一只手就能拿起来，挺有质感！\n联想一直是我相信的品牌的，家里的两台笔记本和一体机全部是联想品牌，最早的一体机已经10多年了，升级了内存条一直正常使用！""","18,""afterDays"":0"
476,2024-10-27 11:28:35, 11,"""j***7""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""联想这次发售的小新pro14采用的是锐龙5800H CPU，性能上较为强悍。同时屏幕上升级也比较明显，2.2K的高色域屏幕，同时拥有DC调光，TUV低蓝光认证，TUV 护眼认证，对眼睛非常的友好""","4,""afterDays"":0"
477,2024-10-26 23:06:29, 23,"""3***5""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""京东快递快捷方便，头天订货第二天就到了。笔记本外形时尚大方，性能很好，运行速度快，散热很好，屏幕炫彩，游戏流畅，无论办公还是学习都是首选。""","12,""afterDays"":0"
478,2024-11-03 15:09:17, 15,"""苏***叶""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""给女儿上大学选的，选了好久认定这款，酷睿UItra处理器，运行速度特别快，分辨率高，轻薄便携，屏幕效果清晰，外观外形美观，物超所值。一直信任京东""","2,""afterDays"":2"
479,2024-10-26 22:27:32, 22,"""j***p""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""发货速度超级快，客服服务态度超级好，酷睿Ultra 5性能强，续航能力强，颜值高，比较有质感，运行速度满 意， 性价比比较高。""","3,""afterDays"":0"
480,2024-11-10 20:32:50, 20,"""h***牧""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""酷睿Ultra 运行起来真的非常流畅，大内存真的很好，而且这个电脑外观也很好看，14寸携带起来也非常方便，很轻巧，选了很久，对比了很多款电脑，最终还是决定买这个，到手之后用起来也很好！而且发货速度也非常快！""","1,""afterDays"":0"
481,2024-10-16 18:58:46, 18,"""j***i""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""已经是第二次购买了 性价比很高 值得购买了 以后还会继续合作的 之前遇到一点小的问题 找客服解决 客服态度很好并一一解答我的问题""","12,""afterDays"":0"
482,2024-11-10 10:25:22, 10,"""j***r""","""【AI元启】Pro14英寸 OLED高刷""",5,"""我计划买新笔记本电脑很长时间，在京东上看了我感觉联想的酷睿Ultra很好，趁着双11就下单买了，这款笔记本真好用还可以一键AI，真不错，运行速度很快，外观很满意，整个笔记本很轻薄，对比各种笔记本终于买了性价比很高的，自己也满意""","7,""afterDays"":0"
483,2024-11-12 14:14:40, 14,"""麦***走""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""外观很不错，金属材料，窄边框，非常简洁好看。\n酷睿Ultra版本比较适合办公。\n用了几天暂时没遇到什么情况，希望可以用久一点。""","6,""afterDays"":0"
484,2024-10-21 23:29:52, 23,"""j***c""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""😍这款酷睿ultra真的太赞了！性能强大，玩游戏、办公都流畅自如。而且外观也很时尚，放在桌面上简直就是一件艺术品啊""","1,""afterDays"":0"
485,2024-11-06 17:20:01, 17,"""j***w""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""用了一个多星期了，酷睿Ultra的处理器运行速度很快很稳定👍🏻，外观也很好看很有质感，屏幕显示很出色音效也很好，很轻薄。非常满意很喜欢。""","7,""afterDays"":0"
486,2024-11-11 22:56:37, 22,"""炉***-""","""【AI元启】Pro14英寸 OLED高刷""",5,"""小新这款笔记本电脑性能非常出色，屏幕显示效果也很棒，使用起来非常流畅。酷睿Ultra 处理器性能也很出色。非常适合研究生的日常工作！希望这款电脑可以陪伴我很多很多年吧！之前买的小新2018年的，战斗六年，因为内存着实不够了才换的这个。""","23,""afterDays"":0"
487,2024-11-01 10:45:13, 10,"""j***8""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""选择联想小新酷睿Ultra，看重的是它高性能，低功耗，长续航，没想到，开箱更有惊喜，外观颜值惊艳，档次感拉满了""","1,""afterDays"":0"
488,2024-10-24 12:21:21, 12,"""m***s""","""【AI元启】Pro14英寸 OLED高刷""",5,"""商品质量没毛病，价格实惠到家。物流快如闪电，商家服务耐心，售后负责，真心不错！睿酷Ultra真的用起来很舒服""","4,""afterDays"":0"
489,2024-11-10 15:26:22, 15,"""女***人""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""趁有补贴赶紧入手了，机子很好用，机身不算太重，女生也可以轻松拿不累，屏幕清晰，外观也很好看，运行速度也快，非常推荐大家入手""","36,""afterDays"":0"
490,2024-11-11 20:54:47, 20,"""h***f""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""酷睿Ultra cpu真的很快很丝滑，比之前用的电脑要好很多，14核心，18线程，一点不卡，高刷屏幕120hz，护眼防疲劳。""","3,""afterDays"":0"
491,2024-11-03 21:30:32, 21,"""威***威""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""非常不错\n运行速度：32g的运行内存，非常不错运行速度快了许多。从来没想到windows的内存扩展如此之快，我还停留在16g的传统观念上，这都干到32g了""","2,""afterDays"":0"
492,2024-11-09 19:48:45, 19,"""9***3""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""外观和质量都很满意，物流速度快，商家服务专业，性价比高，推荐购买。价格非常的美丽，东西还是不错的，会继续回购！全五分！奈斯奈斯～，，，，，，，，，""","57,""afterDays"":0"
493,2024-11-10 21:46:50, 21,"""-***-""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""这款联想小新Pro16 2024真是物超所值！高性能酷睿处理器搭配32G大内存和1T高速固态硬盘，无论是日常办公还是大型游戏都流畅无比。2.5K高清屏色彩鲜艳，灰雅黑搭设计简约大气。轻薄便携，携带出行毫无压力。绝对是一款值得拥有的高性能笔记本！""","1,""afterDays"":0"
494,2024-10-27 10:21:05, 10,"""9***o""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""产品性价比超高，配置也够用，给学生用相当好用，还有补贴，真的是比较好的一次购物，继续努力加油吧。属于比较有价值的一款电脑，酷睿Ultra""","2,""afterDays"":0"
495,2024-10-16 01:00:51, 01,"""_***-""","""【AI元启】Pro14英寸 OLED高刷""",5,"""挑了几天 刚好选上这个型号 一眼就看上了  物流速度还是一如既往的快，隔天就收到了  酷睿Ultra9 32G 1TB这个配置 这价格真的太划算了 刚好赶上了活动 收到货很满意 使用中&hellip;""","2,""afterDays"":0"
496,2024-11-09 11:53:08, 11,"""j***s""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""联想产品参加政府补贴活动，京东商城性价比非常高，京东商城网购多快好省加油加油再加油，外观设计风格现代简约，材质性能都非常好""","9,""afterDays"":0"
497,2024-11-06 13:05:20, 13,"""小***3""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""联想轻薄本，很轻也不占地方，酷睿Ultra处理器，电脑整体速度感觉很快，买来出差用的，画图出图反应快，够用""","3,""afterDays"":0"
498,2024-10-27 10:23:06, 10,"""张***吖""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""不错的电脑，尺寸刚好，重量控制的很到位，重点是搭配了英特尔酷睿Ultra处理器，Ai性能可以玩玩，趁价格合适买来体验下，还是很不错的！""","1,""afterDays"":0"
499,2024-11-03 12:33:05, 12,"""冷***魂""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""酷睿Ultra新款cpu，gpu性能翻倍，集显性能玩游戏也不错，标压cpu性能完全释放，续航也能扛得住，笔电轻薄紧凑重量不高，整体很满意。""","2,""afterDays"":0"
500,2024-11-12 20:27:28, 20,"""小***天""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""这款小新的笔记本确实不错，一贯采用了联想的高端品质，总体来说使用体验感还是很不错的。相对于其他品牌价格还是很有优势的，而且这款搭载的是最新的处理器 酷睿 ultra，开机开机时间短，总体来说运行速度还是很快的，总体重量还是很轻的大小也不大，适合女生和办公人士进行使用。""","2,""afterDays"":0"
501,2024-11-01 07:46:43, 07,"""大***端""","""【AI元启】Pro16英寸 2.5K高刷""",5,"""给上大学的女生买的笔记本，计算机专业，最新的Utra9处理器完全够用，性能强劲，相对比较轻薄，女生背着毫无压力，做工质感水准也很高。""","37,""afterDays"":0"
502,2024-11-12 19:22:01, 19,"""9***4""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""家里的笔记本电脑已经用好多年了，新购入的联想笔记本电脑非常小巧精致，小新桌面非常潮流时尚。同时笔记本电脑采用了强大的酷睿Ultra 处理器，强大的性能让人十分满意！""","2,""afterDays"":0"
503,2024-11-03 19:08:12, 19,"""j***9""","""【AI元启】Pro14英寸 OLED高刷""",5,"""以旧换新购置的联想小新14proultra9最新款笔记本电脑，采用&quot;酷睿ultra&quot;最新的英特尔CPU，今天下午激活安装，使用起来速度&quot;刷、刷、刷&quot;的快，而且外观漂亮、采用双风扇降温，用了很久，电脑一点也不发烫。给这款电脑点个赞。同时发货速度快，包装完美。""","1,""afterDays"":0"
504,2024-10-27 20:18:37, 20,"""0***4""","""【AI元启】Pro14英寸 OLED高刷""",5,"""这个电脑性价比很高，运输包装也很好，外观很喜欢外观很漂亮，买来办公用，很不错，比预期要好很多，值得推荐！非常漂亮，酷睿 Ultra9 系统也特别好用，客服非常贴心，比较有耐心，价格确实非常优惠，太好用了性价比超级高，值得信赖，吃鸡英雄火线，这个价格能有这配置，棒棒""","0,""afterDays"":0"
505,2024-11-11 18:36:31, 18,"""j***m""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""电脑很好用，一点也不卡顿，买来做表格超级方便，平时打打游戏也很流畅，看视频音效很好。性价比很高，带着很方便放在包里一提就走了""","41,""afterDays"":41"
506,2024-11-08 13:59:44, 13,"""小***1""","""【性能大屏】Pro16英寸 2.5K高刷""",5,"""外形外观：外观很小巧，比我想象中的小，很满意。\n屏幕效果：屏幕分辨率高，画质很细腻。\n运行速度：正常使用速度还是很快的。\n轻薄程度：金属机身，重量轻，满意。\n散热能力：散热比较快，基本听不到风扇的声音。""","4,""afterDays"":0"
507,2024-11-01 10:50:53, 10,"""x***1""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""联想小新 pro14 笔记本超棒！酷睿 Ultra 处理器性能强劲，运行流畅。轻薄便携，外观时尚，值得拥有。""","1,""afterDays"":0"
508,2024-11-11 09:32:31, 09,"""0***d""","""【AI元启】Pro14英寸 OLED高刷""",5,"""酷睿Ultra&rsquo;，电脑不错，尤其是一键Ai，非常方便，ppt，图片生成效果不错，孩子喜欢玩这个功能，散热也不错。""","3,""afterDays"":0"
509,2024-10-15 23:06:13, 23,"""张***7""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""运行速度：7秒开机，完胜OK\n屏幕效果：色彩鲜艳，还有护眼模式，相当给力。\n散热性能：没有噪音，开机情况下。\n外形外观：银色，小巧精致，纯金属外壳，有范\n轻薄程度：轻巧，携带方便。\n其他特色：还送了体质称。""","3,""afterDays"":0"
510,2024-11-08 20:34:16, 20,"""_***贝""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""酷睿Ultra很能，智能AI，质量很棒，新电脑用着特别舒服，特别适合看剧，杜比全景声也很震撼，充电速度也很快""","34,""afterDays"":0"
511,2024-11-01 11:43:47, 11,"""q***7""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""小新14pro配备酷睿Ultra处理器，性能卓越，轻薄设计，性价比高，日常办公和娱乐体验流畅。整体来说是一款非常值得入手的笔记本""","17,""afterDays"":0"
512,2024-10-21 21:57:35, 21,"""u***m""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""电脑太好了，运行速度特别快，颜色高大上，孩子特别喜欢，同样的价格买到了比预期要好的东西。轻巧便携，很满意的一次购买电脑。客服雅雅很敬业。""","3,""afterDays"":0"
513,2024-11-08 18:52:32, 18,"""j***v""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""刚刚收到这款联想笔记本小新POR14IMH9 酷睿UItra就迫不及待打开，32G内存、1T硬盘运行速度很快，屏幕也好，非常喜欢，物超所值，值得推荐！好""","0,""afterDays"":0"
514,2024-10-19 21:17:50, 21,"""j***A""","""【AI元启】Pro14英寸 OLED高刷""",5,"""轻薄程度：很轻，出门逛街、旅行都没有负担\n运行速度：这东西运行速度简直飞起！🚀 一秒钟都感觉不到卡顿，真是极速体验""","10,""afterDays"":10"
515,2024-11-10 15:16:55, 15,"""贪***-""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""下单隔天就收到这台电脑了，听说酷睿Ultra的兼容性很好，就选了它。外壳是高级的金属质感，屏幕占比很大，摄像头有遮挡很好的保护隐私，office激活也很简单，目前来说体验感很好，也是赶上国补的车了~""","2,""afterDays"":0"
516,2024-10-21 09:37:01, 09,"""w***o""","""【AI元启】Pro14英寸 OLED高刷""",5,"""酷睿Ultra联想小新pro电脑非常好，也了解了很久终于入手性能超乎想象，外观也非常喜欢，2024款还新增了一键AI，让工作更加智能化，非常不错！上一个电脑也是联想，相信联想的品质！""","7,""afterDays"":0"
517,2024-10-27 12:10:02, 12,"""j***n""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""小新轻薄本确实很轻，大电池带来的长续航，酷睿Ultra运行起来确实快，总体性能非常符合我的要求。另外，小誉很好""","3,""afterDays"":0"
518,2024-11-10 20:56:47, 20,"""我***_""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""使用了两天不错，手感，质感都挺好，再也不用背游戏本跑公司了。\n新一代的酷睿Ultra 处理器续航很好  核显升级性能也很好""","2,""afterDays"":0"
519,2024-10-17 19:47:49, 19,"""7***h""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""小新14 pro是真的很棒 性价比超级高，酷睿Ultra处理器真的很快，屏幕效果也很不错，外观也挺好看的，完全超出了我的预期 如果有机会 我一定会推荐给我周围有需要买笔记本电脑的人""","1,""afterDays"":0"
520,2024-11-03 00:28:08, 00,"""煜***诺""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""初步说来还不错，整体很流畅。特别喜欢键盘光感的设计，真是小特别。机器也超薄。屏幕分辨率也高清柔和。这也算送自己的生日礼物吧☺️后续会再评价""","3,""afterDays"":3"
521,2024-11-06 23:40:01, 23,"""u***8""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""&lsquo;酷睿Ultra&rsquo;的速度确实快，CPU核心多，续航能力还强。内存和硬盘都直接封顶了，应该能用好几年不落伍了吧。\n高刷2.8K屏也完美。\n有国补这价格确实香。\n当然京东的送货速度确实没得说。\n全五星好评！""","4,""afterDays"":0"
522,2024-11-01 10:44:53, 10,"""风***l""","""【超能轻薄】Pro14英寸 2.8K高刷""",5,"""自用电脑就是联想小新系列，工作需要还得买一台，看重&lsquo;酷睿Ultra&rsquo;处理器，外观也漂亮，背光非常不错！""","10,""afterDays"":0"
523,2024-11-12 13:01:52, 13,"""c***g""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""酷睿Ultra 5性能卓越，运行流畅，联想品牌值得信赖。京东物流快速配送，屏幕清晰，响应迅速，色彩表现出色。超大内存存储""","1,""afterDays"":0"
524,2024-10-31 22:01:45, 22,"""s***s""","""【超能轻薄】Pro14英寸 OLED高刷""",5,"""自从换上了搭载酷睿Ultra的笔记本电脑，我的工作效率得到了质的飞跃。这款处理器不仅速度快，而且多任务处理能力超强，让我在设计大型项目和畅玩高清游戏时都能感受到流畅无阻的体验。更令我惊喜的是，它的散热性能也很出色，长时间使用也能保持稳定的性能表现。总的来说，酷睿Ultra让我的笔记本电脑如虎添翼，是高效工作和娱乐的绝佳伙伴！""","9,""afterDays"":0"
